1196293
0	358	0
744	852	359
1352	2540	468
0	355	0
741	849	356
1353	2540	465
0	353	0
721	847	354
1529	1781	481
1787	2535	734
0	47	0
169	217	48
603	687	97
965	1042	182
1211	1364	260
1443	1660	414
0	466	0
607	675	467
2491	2692	536
2870	3001	738
3135	3141	870
3243	3379	877
3552	3698	1014
3905	4006	1161
10371	10523	1263
0	466	0
607	675	467
1433	1538	536
1541	1584	642
2244	2402	686
2491	2692	845
2870	3001	1047
3239	3379	1179
3552	3698	1320
3905	4016	1467
10375	10528	1579
14958	15007	1733
0	466	0
607	675	467
1433	1584	536
2244	2402	688
2495	2692	847
2870	3005	1045
3243	3379	1181
3552	3698	1318
10375	10528	1465
14958	15007	1619
0	97	0
601	634	98
1392	1543	132
2203	2361	284
2454	2651	443
2829	2964	641
3202	3338	777
3511	3657	914
3864	3962	1061
10334	10487	1160
15130	15166	1314
0	91	0
589	627	92
1385	1490	131
1493	1536	237
2196	2334	281
2337	2354	420
2447	2644	438
2822	2953	636
3191	3331	768
3504	3650	909
3857	3955	1056
10326	10480	1155
15123	15395	1310
0	485	0
1010	1113	486
1422	1543	590
0	400	0
709	842	401
0	137	0
0	620	0
723	927	621
1167	1527	826
0	236	0
476	828	237
0	839	0
0	18	0
1781	1887	19
0	939	0
0	917	0
0	2334	0
2796	2945	2335
23405	23509	2485
31480	31637	2590
0	499	0
736	1554	500
0	10	0
20470	20574	11
28491	28702	116
36825	36987	328
0	404	0
1747	1851	405
18102	18220	510
0	142	0
4293	4485	143
0	3811	0
0	901	0
2720	4478	902
0	754	0
0	283	0
0	57	0
285	549	58
0	1537	0
4912	8233	1538
0	203	0
3578	3701	204
3834	4023	328
0	123	0
9381	9445	124
17877	18405	189
19498	19556	718
21714	21779	777
22663	22878	843
26171	26302	1059
27367	27476	1191
0	103	0
0	244	0
868	1079	245
0	53	0
2211	2276	54
2721	2878	120
0	1161	0
6740	6869	1162
0	881	0
9159	10060	882
10523	10663	1784
0	362	0
0	456	0
0	1843	0
2306	2455	1844
22905	23009	1994
30984	31141	2099
0	404	0
1749	1853	405
0	61	0
4318	4508	62
6568	6625	253
6719	7153	311
0	51	0
2238	2623	52
0	491	0
719	776	492
870	894	550
0	491	0
4126	4183	492
4277	4299	550
0	318	0
546	603	319
697	955	377
1703	1762	636
0	57	0
151	383	58
1157	1322	291
0	150	0
12051	12219	151
20314	20728	320
0	401	0
2079	2283	402
0	199	0
427	484	200
10268	10644	258
0	1758	0
2796	3697	1759
0	473	0
1252	2016	474
0	189	0
519	2805	190
0	192	0
4345	4487	193
0	179	0
0	168	0
105338	105439	169
111885	112026	271
0	994	0
0	362	0
0	203	0
6649	6828	204
14280	14357	384
0	32	0
34	90	33
0	199	0
2758	3055	200
0	101	0
428	731	102
0	533	0
6775	6847	534
0	339	0
6553	6638	340
0	336	0
1498	1632	337
2095	2298	472
0	384	0
0	369	0
832	966	370
2128	2464	505
0	72	0
6606	7139	73
0	61	0
6567	6906	62
0	303	0
630	764	304
0	297	0
2840	3039	298
0	141	0
6519	6620	142
118596	118764	244
0	446	0
584	846	447
1542	1633	710
0	371	0
0	1043	0
0	1542	0
0	681	0
0	206	0
0	680	0
0	546	0
0	423	0
0	994	0
0	404	0
1749	1853	405
18096	18214	510
0	104	0
8026	8237	105
16347	16509	317
0	580	0
8690	8858	581
0	142	0
4300	4492	143
0	2268	0
2626	2811	2269
0	761	0
1443	1916	762
0	1537	0
4882	8203	1538
0	103	0
0	91	0
5691	5893	92
0	243	0
867	1078	244
0	390	0
1472	1530	391
3691	3756	450
4640	4855	516
8119	8250	732
9314	9423	864
13427	13769	974
0	322	0
3167	3366	323
5600	5920	523
0	310	0
3155	3409	311
0	162	0
3007	3113	163
4181	4433	270
5440	5725	523
0	155	0
3000	3199	156
4174	4426	356
5433	5492	609
0	36	0
24863	25166	37
25720	25819	341
0	389	0
0	607	0
0	123	0
2023	2496	124
0	123	0
11100	11143	124
0	123	0
17237	17506	124
0	123	0
8512	8671	124
11100	11212	284
19581	19852	397
20406	20462	669
0	123	0
19197	19297	124
19549	19852	225
20406	20757	529
0	123	0
19549	19852	124
20406	20757	428
0	123	0
19549	19852	124
20406	20596	428
22016	22089	619
0	123	0
19552	19852	124
20406	20596	425
22847	22944	616
0	123	0
19549	19852	124
22847	22953	428
25288	25359	535
0	97	0
8486	8645	98
11074	11186	258
19171	19271	371
19555	19826	472
20380	20570	744
22821	22925	935
0	1872	0
0	1193	0
0	284	0
4920	5012	285
7695	7744	378
9188	9282	428
0	284	0
4920	5012	285
7695	7744	378
9188	9282	428
0	86	0
256	280	87
589	605	112
0	494	0
0	167	0
2418	2666	168
0	34	0
2285	2391	35
4690	5128	142
0	61	0
7264	7603	62
0	831	0
1352	2463	832
0	1316	0
0	1297	0
0	167	0
1395	1496	168
24319	24502	270
25063	25158	454
25783	31838	550
0	114	0
1342	1443	115
19993	20145	217
21823	21941	370
24266	24326	489
0	108	0
1336	1437	109
13533	14071	211
0	106	0
1334	1435	107
13531	13704	209
24258	24329	383
0	102	0
1330	1431	103
19981	20133	205
24254	24437	358
24998	25093	542
25718	25953	638
0	76	0
1304	1405	77
19955	20107	179
24228	24411	332
24972	25067	516
0	76	0
1304	1405	77
19955	20107	179
24228	24411	332
24972	25067	516
0	41	0
18591	18743	42
20421	20539	195
21115	21288	314
0	41	0
18591	18743	42
20421	20539	195
21118	21288	314
0	72	0
9595	10415	73
0	762	0
1323	1404	763
0	604	0
6041	7084	605
8675	8832	1649
0	290	0
387	435	291
1288	1335	340
1846	1961	388
0	272	0
6637	6752	273
8343	8399	389
0	1057	0
0	15	0
1453	1470	16
1918	1940	34
0	123	0
10916	11142	124
0	38	0
510	3513	39
0	273	0
632	800	274
0	4151	0
0	850	0
1152	1240	851
1955	2045	940
2465	2822	1031
0	116	0
652	1164	117
0	68	0
1042	1133	69
5275	5456	161
6159	6209	343
10892	11016	394
14160	14249	519
14395	14411	609
0	39	0
772	863	40
5005	5186	132
5889	5939	314
10622	10643	365
0	62	0
184	275	63
4417	4598	155
5301	5351	337
10034	10158	388
13302	13391	513
13537	13722	603
15406	15568	789
16398	16513	952
16672	16750	1068
16821	17320	1147
17515	17639	1647
17960	18070	1772
18170	18837	1883
0	142	0
1991	1997	143
4292	4396	150
4402	4455	255
4726	4732	309
5162	5181	316
0	24	0
727	777	25
5460	5584	76
8728	8817	201
8963	9100	291
10832	10994	429
11824	11939	592
12098	12176	708
12247	12746	787
12941	13065	1287
13386	13496	1412
13596	14263	1523
0	185	0
1869	2031	186
2861	2976	349
3135	3213	465
3284	3783	544
3978	4102	1044
4423	4984	1169
0	116	0
798	960	117
1790	1827	280
0	230	0
1060	1175	231
1334	1412	347
1483	1918	426
0	148	0
307	699	149
0	322	0
393	726	323
0	596	0
838	942	597
1314	1449	702
1969	2082	838
2198	2856	952
0	596	0
853	942	597
1314	1449	687
1969	2082	823
2198	2341	937
3927	4028	1081
4286	4399	1183
6923	7034	1297
7796	7935	1409
8208	8396	1549
8971	9084	1738
9578	9688	1852
9800	9878	1963
11719	11809	2042
11891	12011	2133
12690	12821	2254
12895	13069	2386
14725	14877	2561
15011	15086	2714
0	595	0
837	941	596
1313	1448	701
1968	2081	837
2197	2340	951
3926	4027	1095
4285	4398	1197
6922	7033	1311
7795	7934	1423
8207	8395	1563
8970	9083	1752
9577	9687	1866
9799	10318	1977
11718	11808	2497
11890	12010	2588
12689	12820	2709
12894	14253	2841
0	103	0
199	243	104
0	97	0
1497	1587	98
1669	1789	189
2468	2599	310
2673	2847	442
4503	4655	617
4789	4883	770
0	835	0
969	1010	836
0	213	0
706	965	214
1042	1163	474
1239	1460	596
1768	1884	818
2117	2330	935
2522	2666	1149
2750	2917	1294
3333	3421	1462
3520	3593	1551
3762	3943	1625
4376	5128	1807
0	301	0
377	1029	302
0	190	0
305	526	191
610	777	413
1193	1281	581
1380	1440	670
1622	1803	731
0	456	0
555	612	457
0	117	0
207	306	118
3780	3926	218
4024	4104	365
4189	4261	446
4382	4509	519
4616	4711	647
4827	4907	743
5578	5653	824
5791	5927	900
6364	6513	1037
6689	6829	1187
7003	7143	1328
7336	7554	1469
7819	7867	1688
7945	8611	1737
0	112	0
202	301	113
3775	3921	213
4019	4099	360
4184	4504	441
4575	4706	762
4822	4902	894
5573	5648	975
5786	5922	1051
6359	6508	1188
6684	6824	1338
