chr1	14830	14969	2	2	1	0	10	28
chr1	15039	15795	2	2	1	0	1	2
chr1	15039	16853	2	2	1	0	1	2
chr1	17056	17232	2	2	1	0	2	16
chr1	17743	17914	2	2	1	0	2	5
chr1	18062	18267	2	2	1	0	1	13
chr1	24892	29320	2	2	1	0	3	31
chr1	91630	92090	2	2	1	0	4	21
chr1	136904	137049	2	2	0	0	4	31
chr1	136904	137147	2	2	0	0	3	30
chr1	168166	169048	2	2	1	0	1	17
chr1	172689	173752	2	2	1	0	3	8
chr1	237956	238417	2	2	1	0	4	21
chr1	320939	321031	1	1	1	0	5	15
chr1	322229	324287	1	1	1	0	3	21
chr1	324346	324438	1	1	1	0	4	8
chr1	325833	327886	1	1	0	0	1	12
chr1	327489	327513	1	1	0	0	1	14
chr1	447127	568524	2	2	0	0	3	15
chr1	667138	673955	2	2	0	0	3	31
chr1	670546	673955	2	2	0	0	3	31
chr1	679354	679574	2	2	0	0	1	25
chr1	703994	704876	2	2	1	0	1	17
chr1	705093	708355	2	2	1	0	1	19
chr1	708488	709550	2	2	1	0	2	16
chr1	790966	791663	1	1	0	1	0	15
chr1	844549	844593	2	2	0	0	3	23
chr1	844549	844949	2	2	0	0	3	23
chr1	844549	845209	2	2	0	0	1	22
chr1	844549	845255	2	2	0	0	5	23
chr1	844905	844949	2	2	0	0	3	23
chr1	844905	845209	2	2	0	0	1	22
chr1	844905	845255	2	2	0	0	5	23
chr1	854296	854714	2	2	1	1	0	2
chr1	861394	865534	1	1	1	0	1	1
chr1	865717	866418	1	1	1	1	0	1
chr1	869718	869969	1	1	0	0	1	24
chr1	869718	869997	1	1	0	0	1	24
chr1	869746	869969	1	1	0	0	1	24
chr1	869746	869997	1	1	0	0	1	24
chr1	869746	870333	1	1	0	0	1	15
chr1	869802	869969	1	1	0	0	1	24
chr1	869802	869997	1	1	0	0	1	24
chr1	869858	869969	1	1	0	0	1	24
chr1	869858	869997	1	1	0	0	1	24
chr1	869998	870081	1	1	0	0	1	21
chr1	869998	870109	1	1	0	0	1	21
chr1	869998	870221	1	1	0	0	1	21
chr1	869998	870249	1	1	0	0	1	21
chr1	869998	870277	1	1	0	0	1	21
chr1	870138	870333	1	1	0	0	1	15
chr1	874793	876523	1	1	1	0	2	12
chr1	874841	876523	1	1	1	0	2	12
chr1	877632	877789	1	1	1	1	0	24
chr1	878439	878632	1	1	1	1	0	24
chr1	878758	879077	1	1	1	6	1	32
chr1	880181	880421	2	2	1	4	0	17
chr1	880181	880436	2	2	1	2	1	26
chr1	880527	880897	2	2	1	4	0	32
chr1	881034	881552	2	2	1	2	0	20
chr1	881667	881781	2	2	1	3	0	12
chr1	881926	883510	2	2	1	2	0	20
chr1	883613	883869	2	2	1	6	0	28
chr1	883984	886506	2	2	1	0	1	2
chr1	886619	887379	2	2	1	9	0	11
chr1	887520	887791	2	2	1	2	0	16
chr1	888669	889161	2	2	1	3	0	20
chr1	889463	891302	2	2	1	7	0	26
chr1	891596	892273	2	2	1	2	0	15
chr1	892406	892478	2	2	1	1	0	9
chr1	892654	894308	2	2	1	0	1	7
chr1	894462	894594	2	2	1	2	0	25
chr1	898634	898716	1	1	1	1	0	28
chr1	899911	900342	1	1	1	3	0	8
chr1	912367	912620	2	4	0	1	0	26
chr1	931934	932130	2	2	0	0	1	23
chr1	934813	934905	2	2	1	5	0	16
chr1	935322	935386	1	3	0	1	0	28
chr1	955754	957580	1	1	1	5	0	16
chr1	956397	956431	1	1	0	1	0	21
chr1	957843	970656	1	1	1	2	0	26
chr1	970705	976044	1	1	1	2	1	8
chr1	971983	972019	2	2	0	2	0	19
chr1	976261	976552	1	1	1	5	2	22
chr1	976778	976857	1	1	1	2	0	28
chr1	977543	978618	1	1	1	3	0	12
chr1	978838	978917	1	1	1	11	0	26
chr1	979404	979488	1	1	1	2	0	23
chr1	979820	980540	1	1	1	4	0	3
chr1	980658	980738	1	1	1	2	0	30
chr1	980904	981112	1	1	1	1	0	5
chr1	982116	982199	1	1	1	5	0	16
chr1	983068	983155	1	1	1	4	0	29
chr1	983276	983391	1	1	1	2	0	1
chr1	984440	984615	1	1	1	1	0	4
chr1	984832	984945	1	1	1	5	0	28
chr1	985176	985282	1	1	1	2	0	3
chr1	985418	985612	1	1	1	2	0	12
chr1	985710	985806	1	1	1	3	0	7
chr1	985972	986105	1	1	1	4	0	27
chr1	986218	986411	1	1	1	1	0	21
chr1	986218	986632	1	1	1	2	0	27
chr1	986750	986832	1	1	1	3	0	7
chr1	986933	986979	0	0	0	4	0	31
chr1	987954	988263	1	1	0	0	2	23
chr1	988055	988152	1	1	0	1	0	18
chr1	988111	988263	1	1	0	0	2	23
chr1	988203	988263	1	1	0	0	2	23
chr1	989932	990203	1	1	1	1	0	30
chr1	1019887	1021257	2	2	1	1	0	18
chr1	1025809	1026851	2	2	1	2	0	7
chr1	1072296	1138959	2	2	0	0	2	13
chr1	1158738	1159211	2	2	1	2	0	21
chr1	1164327	1167271	2	2	1	2	0	25
chr1	1194276	1196336	1	1	0	2	0	21
chr1	1208376	1208892	2	4	0	1	0	25
chr1	1214529	1215690	1	1	1	0	1	3
chr1	1217696	1219357	1	3	1	1	0	29
chr1	1225769	1225856	1	1	1	1	0	7
chr1	1229089	1229202	2	2	1	1	0	20
chr1	1229314	1229469	2	2	1	6	0	20
chr1	1229580	1229781	2	2	1	8	0	17
chr1	1230197	1230826	2	2	1	1	0	13
chr1	1231661	1231804	2	2	1	3	0	24
chr1	1232045	1232064	0	0	0	3	0	31
chr1	1233314	1233392	2	2	1	6	0	28
chr1	1233494	1233749	2	2	1	1	0	18
chr1	1234737	1235210	2	2	1	4	0	31
chr1	1235286	1235352	2	2	1	1	0	7
chr1	1235449	1235537	2	2	1	2	0	16
chr1	1237427	1238301	2	2	1	1	0	25
chr1	1238356	1238541	2	2	1	1	0	9
chr1	1238662	1239465	2	2	1	2	0	26
chr1	1244012	1244132	2	2	0	1	0	25
chr1	1244654	1244833	1	1	1	1	0	25
chr1	1244984	1245060	1	1	1	8	0	17
chr1	1246452	1246709	1	1	1	2	0	27
chr1	1247305	1247397	2	2	1	2	0	12
chr1	1248973	1249111	2	2	1	3	0	5
chr1	1249746	1250203	2	2	1	8	0	23
chr1	1250343	1250783	2	2	1	1	0	17
chr1	1250999	1251536	2	4	1	1	0	1
chr1	1254814	1255835	2	2	1	0	1	2
chr1	1254905	1255835	2	2	1	0	3	2
chr1	1255266	1255835	2	2	1	0	1	1
chr1	1256474	1259960	2	2	1	4	0	23
chr1	1266917	1267017	1	1	1	3	0	2
chr1	1271896	1273356	2	2	1	2	0	20
chr1	1273564	1273648	2	2	1	5	0	2
chr1	1273817	1273901	2	2	1	1	0	26
chr1	1274820	1274961	2	2	1	2	0	15
chr1	1275697	1275789	2	2	1	3	0	31
chr1	1275884	1277046	2	2	1	1	0	5
chr1	1277186	1277432	2	2	1	6	0	30
chr1	1278139	1284275	2	2	1	1	0	8
chr1	1287412	1287520	2	2	0	0	2	20
chr1	1288446	1288492	0	0	0	4	0	31
chr1	1309283	1309379	2	2	1	1	0	12
chr1	1309826	1310084	2	2	1	14	0	23
